epoch,accuracy,loss
0,9.999999747378752e-05,0.053391631692647934
1,9.999999747378752e-05,0.050969429314136505
2,9.999999747378752e-05,0.051005974411964417
3,9.999999747378752e-05,0.05093139782547951
4,9.999999747378752e-05,0.05097978189587593
5,9.999999747378752e-05,0.050953082740306854
6,9.999999747378752e-05,0.05091288313269615
7,9.999999747378752e-05,0.05099491402506828
8,9.999999747378752e-05,0.050929389894008636
9,9.999999747378752e-05,0.050979405641555786
